Player Corvettes Lost: 2,
Player Frigates Lost: 0,
Player Destroyers Lost: 1,
Player Cruisers Lost: 0,
Player Battleships Lost: 0,
Total Player Ships Lost: 3,
AI Corvettes Lost: 19,
AI Frigates Lost: 2,
AI Destroyers Lost: 0,
AI Cruisers Lost: 0,
AI Battleships Lost: 0,
Total AI Ships Lost: 21,
Match Duration: 526.0,
